id,lat,lng,locale,displayName,displayNameAlternate,street,zipCode,city,timezone,stateProvinceCode,displayAddress
273,47.2619,11.4309,at/de,Innsbruck,IKEA Innsbruck,Amraser-See-Straße 56 C,6020,Innsbruck,Europe/Vienna,AT07,"Amraser-See-Straße 56 C, Innsbruck"
273,47.2619,11.4309,at/en,Innsbruck,IKEA Innsbruck,Amraser-See-Straße 56 C,6020,Innsbruck,Europe/Vienna,AT7,"Amraser-See-Straße 56 C, Innsbruck"
274,51.8494,4.5123,nl/en,Barendrecht,IKEA Barendrecht,Hamburg 1,2993 LG,Barendrecht,Europe/Amsterdam,NLZH,"Hamburg 1, Barendrecht"
274,51.8494,4.5123,nl/nl,Barendrecht,IKEA Barendrecht,Hamburg 1,2993 LG,Barendrecht,Europe/Amsterdam,NLZH,"Hamburg 1, Barendrecht"
275,47.098112014056,8.243709431626906,ch/de,Rothenburg,IKEA Rothenburg,Wahligenstrasse 6,6023,Rothenburg,Europe/Zurich,CHLU,"Wahligenstrasse 6, Rothenburg"
275,47.098112014056,8.243709431626906,ch/fr,Rothenburg,IKEA Rothenburg,Wahligenstrasse 6,6023,Rothenburg,Europe/Zurich,CHLU,"Wahligenstrasse 6, Rothenburg"
275,47.098112014056,8.243709431626906,ch/en,Rothenburg,IKEA Rothenburg,Wahligenstrasse 6,6023,Rothenburg,Europe/Zurich,CHLU,"Wahligenstrasse 6, Rothenburg"
275,47.098112014056,8.243709431626906,ch/it,Rothenburg,IKEA Rothenburg,Wahligenstrasse 6,6023,Rothenburg,Europe/Zurich,CHLU,"Wahligenstrasse 6, Rothenburg"
276,43.2921,-3.0072,es/es,IKEA Barakaldo,IKEA Barakaldo,"Parque Comercial Megapark, Erribera Etorbidea 7",48902,Barakaldo (Bilbao),Europe/Madrid,ESBI,"Parque Comercial Megapark, Erribera Etorbidea 7, Barakaldo (Bilbao)"
276,43.2921,-3.0072,es/eu,IKEA Barakaldo,IKEA Barakaldo,"Parque Comercial Megapark, Erribera Etorbidea 7",48902,Barakaldo (Bilbao),Europe/Madrid,ESBI,"Parque Comercial Megapark, Erribera Etorbidea 7, Barakaldo (Bilbao)"
276,43.2921,-3.0072,es/gl,IKEA Barakaldo,IKEA Barakaldo,"Parque Comercial Megapark, Erribera Etorbidea 7",48902,Barakaldo (Bilbao),Europe/Madrid,ESBI,"Parque Comercial Megapark, Erribera Etorbidea 7, Barakaldo (Bilbao)"
276,43.2921,-3.0072,es/ca,IKEA Barakaldo,IKEA Barakaldo,"Parque Comercial Megapark, Erribera Etorbidea 7",48902,Barakaldo (Bilbao),Europe/Madrid,ESBI,"Parque Comercial Megapark, Erribera Etorbidea 7, Barakaldo (Bilbao)"
276,43.2921,-3.0072,es/en,IKEA Barakaldo,IKEA Barakaldo,"Parque Comercial Megapark, Erribera Etorbidea 7",48902,Barakaldo (Bilbao),Europe/Madrid,ESBI,"Parque Comercial Megapark, Erribera Etorbidea 7, Barakaldo (Bilbao)"
277,36.6974,-6.1622,es/es,Jerez,IKEA Jerez,Avenida Escandinavia S/N,11408,Jerez de la Frontera (Cádiz),Europe/Madrid,ESCA,"Avenida Escandinavia S/N, Jerez de la Frontera (Cádiz)"
277,36.6974,-6.1622,es/eu,Jerez,IKEA Jerez,Avenida Escandinavia S/N,11408,Jerez de la Frontera (Cádiz),Europe/Madrid,ESCA,"Avenida Escandinavia S/N, Jerez de la Frontera (Cádiz)"
277,36.6974,-6.1622,es/gl,Jerez,IKEA Jerez,Avenida Escandinavia S/N,11408,Jerez de la Frontera (Cádiz),Europe/Madrid,ESCA,"Avenida Escandinavia S/N, Jerez de la Frontera (Cádiz)"
277,36.6974,-6.1622,es/ca,Jerez,IKEA Jerez,Avenida Escandinavia S/N,11408,Jerez de la Frontera (Cádiz),Europe/Madrid,ESCA,"Avenida Escandinavia S/N, Jerez de la Frontera (Cádiz)"
277,36.6974,-6.1622,es/en,Jerez,IKEA Jerez,Avenida Escandinavia S/N,11408,Jerez de la Frontera (Cádiz),Europe/Madrid,ESCA,"Avenida Escandinavia S/N, Jerez de la Frontera (Cádiz)"
278,49.1555,16.6274,cz/en,Brno,IKEA Brno,Skandinávská 4,619 00,Brno – Dolní Heršpice,Europe/Prague,CZJM,"Skandinávská 4, Brno – Dolní Heršpice"
278,49.1555,16.6274,cz/cs,Brno,IKEA Brno,Skandinávská 4,619 00,Brno-Dolní Herspice,Europe/Prague,CZJM,"Skandinávská 4, Brno-Dolní Herspice"
280,41.459232452650724,2.225983434977278,es/es,IKEA Badalona,IKEA Badalona,"Polígon Montigalà, Carrer de Luxemburg, s/n",08917,"Badalona, Barcelona",Europe/Madrid,ESB,"Polígon Montigalà, Carrer de Luxemburg, s/n, Badalona, Barcelona"
280,41.459232452650724,2.225983434977278,es/eu,IKEA Badalona,IKEA Badalona,"Polígon Montigalà, Carrer de Luxemburg, s/n",08917,"Badalona, Barcelona",Europe/Madrid,ESB,"Polígon Montigalà, Carrer de Luxemburg, s/n, Badalona, Barcelona"
280,41.459232452650724,2.225983434977278,es/gl,IKEA Badalona,IKEA Badalona,"Polígono Montigalá, Carrer de Luxemburg S/N",08917,"Badalona, Barcelona",Europe/Madrid,ESB,"Polígono Montigalá, Carrer de Luxemburg S/N, Badalona, Barcelona"
280,41.459232452650724,2.225983434977278,es/ca,IKEA Badalona,IKEA Badalona,"Polígon Montigalà, Carrer de Luxemburg, s/n",08917,"Badalona, Barcelona",Europe/Madrid,ESB,"Polígon Montigalà, Carrer de Luxemburg, s/n, Badalona, Barcelona"
280,41.459232452650724,2.225983434977278,es/en,IKEA Badalona,IKEA Badalona,"Polígon Montigalà, Carrer de Luxemburg, s/n",08917,"Badalona, Barcelona",Europe/Madrid,ESB,"Polígon Montigalà, Carrer de Luxemburg, s/n, Badalona, Barcelona"
282,40.54582868424224,-3.6119693164843216,es/es,San Sebastián de los Reyes,IKEA San Sebastián de los Reyes,"Parque Comercial Mega Park, Plaza del Comercio S/N",28701,San Sebastián de los Reyes (Madrid),Europe/Madrid,ESM,"Parque Comercial Mega Park, Plaza del Comercio S/N, San Sebastián de los Reyes (Madrid)"
282,40.54582868424224,-3.6119693164843216,es/eu,San Sebastián de los Reyes,IKEA San Sebastián de los Reyes,"Parque Comercial Mega Park, Plaza del Comercio S/N",28701,San Sebastián de los Reyes (Madrid),Europe/Madrid,ESM,"Parque Comercial Mega Park, Plaza del Comercio S/N, San Sebastián de los Reyes (Madrid)"
282,40.54582868424224,-3.6119693164843216,es/gl,San Sebastián de los Reyes,IKEA San Sebastián de los Reyes,"Parque Comercial Mega Park, Plaza del Comercio S/N",28701,San Sebastian de los Reyes (Madrid),Europe/Madrid,ESM,"Parque Comercial Mega Park, Plaza del Comercio S/N, San Sebastian de los Reyes (Madrid)"
282,40.54582868424224,-3.6119693164843216,es/ca,San Sebastián de los Reyes,IKEA San Sebastián de los Reyes,"Parque Comercial Mega Park, Plaza del Comercio S/N",28701,San Sebastián de los Reyes (Madrid),Europe/Madrid,ESM,"Parque Comercial Mega Park, Plaza del Comercio S/N, San Sebastián de los Reyes (Madrid)"
282,40.54582868424224,-3.6119693164843216,es/en,San Sebastián de los Reyes,IKEA San Sebastián de los Reyes,"Pza del Comercio s/n, Mega Park",28701,San Sebastian de los Reyes - Madrid,Europe/Madrid,ESM,"Pza del Comercio s/n, Mega Park, San Sebastian de los Reyes - Madrid"
283,37.3839,-6.0472,es/es,Sevilla,IKEA Sevilla,Autovía Sevilla-Huelva (Salida 2),41950,Castilleja de la Cuesta (Sevilla),Europe/Madrid,ESSE,"Autovía Sevilla-Huelva (Salida 2), Castilleja de la Cuesta (Sevilla)"
283,37.3839,-6.0472,es/eu,Sevilla,IKEA Sevilla,Autovia Sevilla-Huelva salida 2,41950,"Castilleja de la Cuesta, Sevilla",Europe/Madrid,ESSE,"Autovia Sevilla-Huelva salida 2, Castilleja de la Cuesta, Sevilla"
283,37.3839,-6.0472,es/gl,Sevilla,IKEA Sevilla,Autovía Sevilla-Huelva (Salida 2),41950,Castilleja de la Cuesta (Sevilla),Europe/Madrid,ESSE,"Autovía Sevilla-Huelva (Salida 2), Castilleja de la Cuesta (Sevilla)"
283,37.3839,-6.0472,es/ca,Sevilla,IKEA Sevilla,Autovia Sevilla-Huelva salida 2,41950,"Castilleja de la Cuesta, Sevilla",Europe/Madrid,ESSE,"Autovia Sevilla-Huelva salida 2, Castilleja de la Cuesta, Sevilla"
283,37.3839,-6.0472,es/en,Sevilla,IKEA Sevilla,Autovia Sevilla-Huelva salida 2,41950,"Castilleja de la Cuesta, Sevilla",Europe/Madrid,ESSE,"Autovia Sevilla-Huelva salida 2, Castilleja de la Cuesta, Sevilla"
285,48.7835,2.2242,fr/fr,Velizy,IKEA Velizy,3 RUE DU PETIT CLAMART,78140,VELIZY VILLACOUBLAY,Europe/Paris,FRIDF,"3 RUE DU PETIT CLAMART, VELIZY VILLACOUBLAY"
287,48.1065,16.3184,at/de,HSU AT,IKEA HSU AT,SÜDRING,2334,VÖSENDORF,Europe/Vienna,AT3,"SÜDRING, VÖSENDORF"
287,48.1065,16.3184,at/en,HSU AT,IKEA HSU AT,SÜDRING,2334,VÖSENDORF,Europe/Vienna,AT3,"SÜDRING, VÖSENDORF"
288,60.1299,24.389,fi/fi,HSU FI,IKEA HSU FI,Espoontie 21 B,02740,ESPOO,Europe/Helsinki,,"Espoontie 21 B, ESPOO"
288,60.1299,24.389,fi/en,HSU FI,IKEA HSU FI,Espoontie 21 B,02740,ESPOO,Europe/Helsinki,,"Espoontie 21 B, ESPOO"
289,53.91202381,10.73499377,de/de,Lübeck,IKEA Lübeck,Dänischburger Landstraße 79-81,23569,Lübeck,Europe/Berlin,DESH,"Dänischburger Landstraße 79-81, Lübeck"
289,53.91202381,10.73499377,de/en,Lübeck,IKEA Lübeck,Dänischburger Landstraße 79-81,23569,Lübeck,Europe/Berlin,DESH,"Dänischburger Landstraße 79-81, Lübeck"
290,47.074,7.5684,ch/de,Lyssach,IKEA Lyssach,Bernstrasse 25,3421,Lyssach,Europe/Zurich,CHBE,"Bernstrasse 25, Lyssach"
290,47.074,7.5684,ch/fr,Lyssach,IKEA Lyssach,Bernstrasse 25,3421,Lyssach,Europe/Zurich,CHBE,"Bernstrasse 25, Lyssach"
290,47.074,7.5684,ch/en,Lyssach,IKEA Lyssach,Bernstrasse 25,3421,Lyssach,Europe/Zurich,CHBE,"Bernstrasse 25, Lyssach"
290,47.074,7.5684,ch/it,Lyssach,IKEA Lyssach,Bernstrasse 25,3421,Lyssach,Europe/Zurich,CHBE,"Bernstrasse 25, Lyssach"
291,47.4147,8.6236,ch/de,Dietlikon,IKEA Dietlikon,Moorstrasse 3,8305,Dietlikon,Europe/Zurich,CHZH,"Moorstrasse 3, Dietlikon"
291,47.4147,8.6236,ch/fr,Dietlikon,IKEA Dietlikon,Moorstrasse 3,8305,Dietlikon,Europe/Zurich,CHZH,"Moorstrasse 3, Dietlikon"
291,47.4147,8.6236,ch/en,Dietlikon,IKEA Dietlikon,Moorstrasse 3,8305,Dietlikon,Europe/Zurich,CHZH,"Moorstrasse 3, Dietlikon"
291,47.4147,8.6236,ch/it,Dietlikon,IKEA Dietlikon,Moorstrasse 3,8305,Dietlikon,Europe/Zurich,CHZH,"Moorstrasse 3, Dietlikon"
292,47.5278,7.6893,ch/de,Pratteln,IKEA Pratteln,Grüssenweg 21,4133,Pratteln 1,Europe/Zurich,CHBL,"Grüssenweg 21, Pratteln 1"
292,47.5278,7.6893,ch/fr,Pratteln,IKEA Pratteln,Grüssenweg 21,4133,Pratteln 1,Europe/Zurich,CHBL,"Grüssenweg 21, Pratteln 1"
292,47.5278,7.6893,ch/en,Pratteln,IKEA Pratteln,Grüssenweg 21,4133,Pratteln 1,Europe/Zurich,CHBL,"Grüssenweg 21, Pratteln 1"
292,47.5278,7.6893,ch/it,Pratteln,IKEA Pratteln,Grüssenweg 21,4133,Pratteln 1,Europe/Zurich,CHBL,"Grüssenweg 21, Pratteln 1"
293,47.4226,8.375,ch/de,HSU CH,IKEA HSU CH,Müslistrasse 16,8957,Spreitenbach,Europe/Zurich,CHAG,"Müslistrasse 16, Spreitenbach"
293,47.4226,8.375,ch/fr,HSU CH,IKEA HSU CH,Müslistrasse 16,8957,Spreitenbach,Europe/Zurich,CHAG,"Müslistrasse 16, Spreitenbach"
293,47.4226,8.375,ch/en,HSU CH,IKEA HSU CH,Müslistrasse 16,8957,Spreitenbach,Europe/Zurich,CHAG,"Müslistrasse 16, Spreitenbach"
293,47.4226,8.375,ch/it,HSU CH,IKEA HSU CH,Müslistrasse 16,8957,Spreitenbach,Europe/Zurich,CHAG,"Müslistrasse 16, Spreitenbach"
294,51.0472,16.9553,pl/pl,Wrocław,IKEA Wrocław,"Bielany Wroclawskie, Czekoladowa 5A",55-040,Kobierzyce,Europe/Warsaw,PLDS,"Bielany Wroclawskie, Czekoladowa 5A, Kobierzyce"
295,45.38867937286069,9.261179880514911,it/it,Milano San Giuliano,IKEA Milano San Giuliano,"Via Po, 3",20098,SAN GIULIANO,Europe/Rome,ITMI,"Via Po, 3, SAN GIULIANO"
298,56.20312412319454,10.1810210406561,dk/da,Aarhus,IKEA Aarhus,Graham Bells Vej 7-11,8200,Aarhus N,Europe/Copenhagen,DK70,"Graham Bells Vej 7-11, Aarhus N"
299,52.2995,4.9517,nl/en,HSU NL,IKEA HSU NL,Paasheuvelweg 5,1105 BE,Amsterdam Zuid-Oost,Europe/Amsterdam,,"Paasheuvelweg 5, Amsterdam Zuid-Oost"
299,52.2995,4.9517,nl/nl,HSU NL,IKEA HSU NL,Paasheuvelweg 5,1105 BE,Amsterdam Zuid-Oost,Europe/Amsterdam,,"Paasheuvelweg 5, Amsterdam Zuid-Oost"
301,60.4943,22.2277,fi/fi,Raisio,IKEA Raisio,Itäniityntie 15,21280,Raisio,Europe/Helsinki,FILS,"Itäniityntie 15, Raisio"
301,60.4943,22.2277,fi/en,Raisio,IKEA Raisio,Itäniityntie 15,21280,Raisio,Europe/Helsinki,FILS,"Itäniityntie 15, Raisio"
303,44.83089556719736,10.363952884655754,it/it,Parma,IKEA Parma,"Largo Benito Jacovitti, 11/A",43122,PARMA,Europe/Rome,ITPA,"Largo Benito Jacovitti, 11/A, PARMA"
304,36.6583,-4.4825,es/es,Málaga,IKEA Málaga,Avenida Velázquez 389,29004,Málaga,Europe/Madrid,ESMA,"Avenida Velázquez 389, Málaga"
304,36.6583,-4.4825,es/eu,Málaga,IKEA Málaga,"Avenida Velázquez, 389",29004,Málaga,Europe/Madrid,ESMA,"Avenida Velázquez, 389, Málaga"
304,36.6583,-4.4825,es/gl,Málaga,IKEA Málaga,"Avenida Velázquez, 389",29004,Málaga,Europe/Madrid,ESMA,"Avenida Velázquez, 389, Málaga"
304,36.6583,-4.4825,es/ca,Málaga,IKEA Málaga,"Avenida Velázquez, 389",29004,Málaga,Europe/Madrid,ESMA,"Avenida Velázquez, 389, Málaga"
304,36.6583,-4.4825,es/en,Málaga,IKEA Málaga,"Avenida Velázquez, 389",29004,Málaga,Europe/Madrid,ESMA,"Avenida Velázquez, 389, Málaga"
306,50.2712,19.0604,pl/pl,Katowice,IKEA Katowice,al. W. Roździeńskiego 95,40-203,Katowice,Europe/Warsaw,PLSL,"al. W. Roździeńskiego 95, Katowice"
307,52.3063,21.0828,pl/pl,Warszawa Targówek,IKEA Warszawa Targówek,ul. Malborska 51,03-286,Warszawa,Europe/Warsaw,PLMZ,"ul. Malborska 51, Warszawa"
309,49.7991,18.2277,cz/en,Ostrava,IKEA Ostrava,Rudná 110,700 30,Ostrava – Zábřeh,Europe/Prague,CZMO,"Rudná 110, Ostrava – Zábřeh"
309,49.7991,18.2277,cz/cs,Ostrava,IKEA Ostrava,Rudná 110,700 30,Ostrava-Zábřeh,Europe/Prague,CZMO,"Rudná 110, Ostrava-Zábřeh"
310,43.480561971611664,-1.4449194303340758,fr/fr,Bayonne,IKEA Bayonne,2-4 Avenue du Portou,64990,SAINT PIERRE D'IRUBE,Europe/Paris,FRNAQ,"2-4 Avenue du Portou, SAINT PIERRE D'IRUBE"
311,51.2817,22.5742,pl/pl,Lublin,IKEA Lublin,Aleja Spółdzielczości Pracy 86,20-147,Lublin,Europe/Warsaw,PLLU,"Aleja Spółdzielczości Pracy 86, Lublin"
312,52.2888,6.7687,nl/en,Hengelo,IKEA Hengelo,Het plein 100,7559 SR,Hengelo,Europe/Amsterdam,NLOV,"Het plein 100, Hengelo"
312,52.2888,6.7687,nl/nl,Hengelo,IKEA Hengelo,Het plein 100,7559 SR,Hengelo,Europe/Amsterdam,NLOV,"Het plein 100, Hengelo"
313,49.2351,-122.8658,ca/en,Coquitlam,IKEA Coquitlam,1000 Lougheed Hwy.,V3K 3T5,Coquitlam,America/Vancouver,CABC,"1000 Lougheed Hwy., Coquitlam"
313,49.2351,-122.8658,ca/fr,Coquitlam,IKEA Coquitlam,1000 Lougheed Hwy.,V3K 3T5,Coquitlam,America/Vancouver,CABC,"1000 Lougheed Hwy., Coquitlam"
314,43.69277751922904,10.38272191484798,it/it,Pisa,IKEA Pisa,"Via Rino Ricci, 8",56121,PISA,Europe/Rome,ITPI,"Via Rino Ricci, 8, PISA"
315,43.1418,6.0111,fr/fr,Toulon - La Valette-du-Var,IKEA Toulon - La Valette-du-Var,ZAC DE VALGORA - BP 515,83160,TOULON,Europe/Paris,FRPAC,"ZAC DE VALGORA - BP 515, TOULON"
316,47.222448649966275,-1.6318846318518032,fr/fr,Nantes,IKEA Nantes,BOULEVARD SALVADOR ALLENDE - POLE ATLANTIS - BP 137,44800,SAINT HERBLAIN CEDEX,Europe/Paris,FRPDL,"BOULEVARD SALVADOR ALLENDE - POLE ATLANTIS - BP 137, SAINT HERBLAIN CEDEX"
318,32.8087,35.0755,il/he,קריית אתא,איקאה קריית אתא,דרך חיפה 52,4250401,קריית אתא,Asia/Jerusalem,ILHA,"דרך חיפה 52, קריית אתא"
319,,,ae/ar,HSU AE,ايكيا HSU AE,,,,Asia/Dubai,,", "
319,,,ae/en,HSU AE,IKEA HSU AE,,,,Asia/Dubai,,", "
320,48.0286081,7.8328693,de/de,Freiburg,IKEA Freiburg,Hermann-Mitsch-Straße 61,79108,Freiburg im Breisgau,Europe/Berlin,DEBW,"Hermann-Mitsch-Straße 61, Freiburg im Breisgau"
320,48.0286081,7.8328693,de/en,Freiburg,IKEA Freiburg,Hermann-Mitsch-Straße 61,79108,Freiburg im Breisgau,Europe/Berlin,DEBW,"Hermann-Mitsch-Straße 61, Freiburg im Breisgau"
321,51.1875844,6.8489371,de/de,Düsseldorf,IKEA Düsseldorf,Oerschbachstraße 75,40589,Düsseldorf,Europe/Berlin,DENW,"Oerschbachstraße 75, Düsseldorf"
321,51.1875844,6.8489371,de/en,Düsseldorf,IKEA Düsseldorf,Oerschbachstraße 75,40589,Düsseldorf,Europe/Berlin,DENW,"Oerschbachstraße 75, Düsseldorf"
322,50.058063,8.3717528,de/de,Wallau,IKEA Wallau,Am Wandersmann 2-4,65719,Hofheim-Wallau,Europe/Berlin,DEHE,"Am Wandersmann 2-4, Hofheim-Wallau"
322,50.058063,8.3717528,de/en,Wallau,IKEA Wallau,Am Wandersmann 2-4,65719,Hofheim-Wallau,Europe/Berlin,DEHE,"Am Wandersmann 2-4, Hofheim-Wallau"
323,51.5693436,7.6692708,de/de,Kamen,IKEA Kamen,Kamen Karree 1,59174,Kamen,Europe/Berlin,DENW,"Kamen Karree 1, Kamen"
323,51.5693436,7.6692708,de/en,Kamen,IKEA Kamen,Kamen Karree 1,59174,Kamen,Europe/Berlin,DENW,"Kamen Karree 1, Kamen"
324,52.53395663,13.51439017,de/de,Berlin-Lichtenberg,IKEA Berlin-Lichtenberg,Landsberger Allee 364,10365,Berlin,Europe/Berlin,,"Landsberger Allee 364, Berlin"
324,52.53395663,13.51439017,de/en,Berlin-Lichtenberg,IKEA Berlin-Lichtenberg,Landsberger Allee 364,10365,Berlin,Europe/Berlin,,"Landsberger Allee 364, Berlin"
325,53.5111654,10.09223035,de/de,Hamburg-Moorfleet,IKEA Hamburg-Moorfleet,Unterer Landweg 77,22113,"Hamburg, Moorfleet",Europe/Berlin,DEHH,"Unterer Landweg 77, Hamburg, Moorfleet"
325,53.5111654,10.09223035,de/en,Hamburg-Moorfleet,IKEA Hamburg-Moorfleet,Unterer Landweg 77,22113,"Hamburg, Moorfleet",Europe/Berlin,DEHH,"Unterer Landweg 77, Hamburg, Moorfleet"
326,49.4854251,11.0097905,de/de,Nürnberg/Fürth,IKEA Nürnberg/Fürth,Hans-Vogel-Straße 110,90765,Fürth,Europe/Berlin,DEBY,"Hans-Vogel-Straße 110, Fürth"
326,49.4854251,11.0097905,de/en,Nürnberg-Fürth,IKEA Nürnberg-Fürth,Hans-Vogel-Straße 110,90765,Fürth,Europe/Berlin,DEBY,"Hans-Vogel-Straße 110, Fürth"
327,25.791560035188827,-80.38344452196753,us/en,"Miami, FL","IKEA Miami, FL",1801 NW 117th Ave,33172,Sweetwater,America/New_York,USFL,"1801 NW 117th Ave, Sweetwater"
327,25.791560035188827,-80.38344452196753,us/es,"Miami, FL","IKEA Miami, FL",1801 NW 117th Ave,33172,Sweetwater,America/New_York,USFL,"1801 NW 117th Ave, Sweetwater"
328,48.4040207,9.9769172,de/de,Ulm,IKEA Ulm,Blaubeurer Straße 10,89077,Ulm,Europe/Berlin,DEBW,"Blaubeurer Straße 10, Ulm"
328,48.4040207,9.9769172,de/en,Ulm,IKEA Ulm,Blaubeurer Straße 10,89077,Ulm,Europe/Berlin,DEBW,"Blaubeurer Straße 10, Ulm"
329,51.7015,19.412,pl/pl,Łódź,IKEA Łódź,ul. Pabianicka 255,93-457,Łódź,Europe/Warsaw,PLLD,"ul. Pabianicka 255, Łódź"
332,50.3823076,7.5678478,de/de,Koblenz,IKEA Koblenz,An der Römervilla 1,56070,Koblenz,Europe/Berlin,DERP,"An der Römervilla 1, Koblenz"
332,50.3823076,7.5678478,de/en,Koblenz,IKEA Koblenz,An der Römervilla 1,56070,Koblenz,Europe/Berlin,DERP,"An der Römervilla 1, Koblenz"
333,54.31388305,10.10739409,de/de,Kiel,IKEA Kiel,Westring 1,24114,Kiel,Europe/Berlin,DESH,"Westring 1, Kiel"
333,54.31388305,10.10739409,de/en,Kiel,IKEA Kiel,Westring 1,24114,Kiel,Europe/Berlin,DESH,"Westring 1, Kiel"
337,38.8176,-9.148,pt/pt,HSU PT,IKEA HSU PT,EN250 28 de Setembro,2660-001,"Frielas, Loures",Europe/Lisbon,PT11,"EN250 28 de Setembro, Frielas, Loures"
337,38.8176,-9.148,pt/en,HSU PT,IKEA HSU PT,EN250 28 de Setembro,2660-001,"Frielas, Loures",Europe/Lisbon,PT11,"EN250 28 de Setembro, Frielas, Loures"
339,39.4169,-0.4,es/es,Valencia (Alfafar),IKEA Valencia (Alfafar),Calle Alqueria Nova 12,46910,Alfafar (Valencia),Europe/Madrid,ESV,"Calle Alqueria Nova 12, Alfafar (Valencia)"
339,39.4169,-0.4,es/eu,Valencia (Alfafar),IKEA Valencia (Alfafar),Calle Alqueria Nova 12,46910,Alfafar-Valencia,Europe/Madrid,ESV,"Calle Alqueria Nova 12, Alfafar-Valencia"
339,39.4169,-0.4,es/gl,Valencia (Alfafar),IKEA Valencia (Alfafar),"Calle Alquería Nova, 12",46910,Alfafar (Valencia),Europe/Madrid,ESV,"Calle Alquería Nova, 12, Alfafar (Valencia)"
339,39.4169,-0.4,es/ca,Valencia (Alfafar),IKEA Valencia (Alfafar),Calle Alqueria Nova 12,46910,Alfafar - Valencia,Europe/Madrid,ESV,"Calle Alqueria Nova 12, Alfafar - Valencia"
339,39.4169,-0.4,es/en,Valencia (Alfafar),IKEA Valencia (Alfafar),Calle Alqueria Nova 12,46910,Alfafar- Valencia,Europe/Madrid,ESV,"Calle Alqueria Nova 12, Alfafar- Valencia"
343,48.0404658,11.6580197,de/de,München-Brunnthal,IKEA München-Brunnthal,Brunnthaler Straße 1,82024,Taufkirchen,Europe/Berlin,DEBY,"Brunnthaler Straße 1, Taufkirchen"
343,48.0404658,11.6580197,de/en,München-Brunnthal,IKEA München-Brunnthal,Brunnthaler Straße 1,82024,Taufkirchen,Europe/Berlin,DEBY,"Brunnthaler Straße 1, Taufkirchen"
345,45.8038,3.1388,fr/fr,Clermont-Ferrand,IKEA Clermont-Ferrand,19 Boulevard Louis Chartoire,63100,CLERMONT FERRAND,Europe/Paris,FRARA,"19 Boulevard Louis Chartoire, CLERMONT FERRAND"
347,37.4609,-122.139,us/en,"East Palo Alto, CA","IKEA East Palo Alto, CA",1700 East Bayshore Road,94303,East Palo Alto,America/Los_Angeles,USCA,"1700 East Bayshore Road, East Palo Alto"
347,37.4609,-122.139,us/es,"East Palo Alto, CA","IKEA East Palo Alto, CA",1700 East Bayshore Road,94303,East Palo Alto,America/Los_Angeles,USCA,"1700 East Bayshore Road, East Palo Alto"
349,53.4432,-113.4897,ca/en,Edmonton,IKEA Edmonton,1311-102 Street NW,T6N 1M3,Edmonton,America/Edmonton,CAAB,"1311-102 Street NW, Edmonton"
349,53.4432,-113.4897,ca/fr,Edmonton,IKEA Edmonton,1311-102 Street NW,T6N 1M3,Edmonton,America/Edmonton,CAAB,"1311-102 Street NW, Edmonton"
352,43.8081,11.1871,it/it,Firenze Sesto Fiorentino,IKEA Firenze Sesto Fiorentino,"Via Francesco Redi, 1",50019,SESTO FIORENTINO,Europe/Rome,ITFI,"Via Francesco Redi, 1, SESTO FIORENTINO"
353,40.909,14.3162,it/it,Napoli Afragola,IKEA Napoli Afragola,"Via E. Berlinguer 2, Loc. Cantariello",80021,AFRAGOLA,Europe/Rome,ITNA,"Via E. Berlinguer 2, Loc. Cantariello, AFRAGOLA"
354,45.5341,10.1655,it/it,Brescia Roncadelle,IKEA Brescia Roncadelle,"Via M. D'Antona e M. Biagi, 9",25030,RONCADELLE,Europe/Rome,ITBS,"Via M. D'Antona e M. Biagi, 9, RONCADELLE"
355,45.4182,11.9338,it/it,Padova,IKEA Padova,"Via Fraccalanza, 1",35129,PADOVA,Europe/Rome,ITPD,"Via Fraccalanza, 1, PADOVA"
356,41.0892,16.8971,it/it,Bari,IKEA Bari,"Via Caduti del Lavoro, 3",70126,BARI,Europe/Rome,ITBA,"Via Caduti del Lavoro, 3, BARI"
359,35.7073,139.4119,jp/ja,立川,IKEA立川,緑町6番,190-0014,東京都立川市,Asia/Tokyo,JP13,東京都立川市緑町6番
359,35.7073,139.4119,jp/en,Tachikawa,IKEA Tachikawa,6 Midori-cho,190-0014,Tachikawa-shi,Asia/Tokyo,JP13,"6 Midori-cho, Tachikawa-shi"
362,3.1352,101.7211,my/en,Cheras,IKEA Cheras,"No. 2A Jalan Cochrane, Taman Maluri",55100,Kuala Lumpur,Asia/Kuala_Lumpur,MY10,"No. 2A Jalan Cochrane, Taman Maluri, Kuala Lumpur"
362,3.1352,101.7211,my/ms,Cheras,IKEA Cheras,"No. 2A Jalan Cochrane, Taman Maluri",55100,Kuala Lumpur,Asia/Kuala_Lumpur,MY10,"No. 2A Jalan Cochrane, Taman Maluri, Kuala Lumpur"
367,38.7291,-9.2162,pt/pt,Alfragide,IKEA Alfragide,"Zona Industrial Alfragide, EN 117",2614-520,"Amadora, Lisboa",Europe/Lisbon,PT11,"Zona Industrial Alfragide, EN 117, Amadora, Lisboa"
367,38.7291,-9.2162,pt/en,Alfragide,IKEA Alfragide,"Zona Industrial Alfragide, EN 117",2614-520,"Amadora, Lisboa",Europe/Lisbon,PT11,"Zona Industrial Alfragide, EN 117, Amadora, Lisboa"
368,,,kw/ar,HSU KW,ايكيا HSU KW,,,,Asia/Kuwait,,", "
