id,lat,lng,locale,displayName,displayNameAlternate,street,zipCode,city,timezone,stateProvinceCode,displayAddress
368,,,kw/en,HSU KW,IKEA HSU KW,,,,Asia/Kuwait,,", "
369,50.8626233,8.0021806,de/de,Siegen,IKEA Siegen,Wallhausenstraße 60,57072,Siegen,Europe/Berlin,DENW,"Wallhausenstraße 60, Siegen"
369,50.8626233,8.0021806,de/en,Siegen,IKEA Siegen,Wallhausenstraße 60,57072,Siegen,Europe/Berlin,DENW,"Wallhausenstraße 60, Siegen"
370,,,qa/en,HSU QA,IKEA HSU QA,,,,Asia/Qatar,,", "
370,,,qa/ar,HSU QA,ايكيا HSU QA,,,,Asia/Qatar,,", "
371,63.4286,10.4738,no/no,Leangen,IKEA Leangen,Landbruksvegen 2,7047,Trondheim,Europe/Oslo,,"Landbruksvegen 2, Trondheim"
371,63.4286,10.4738,no/en,Leangen,IKEA Leangen,Landbruksvegen 2,7047,Trondheim,Europe/Oslo,,"Landbruksvegen 2, Trondheim"
372,43.7877,-79.5296,ca/en,Vaughan,IKEA Vaughan,200 Interchange Way,L4K 5C3,Vaughan,America/Toronto,CAON,"200 Interchange Way, Vaughan"
372,43.7877,-79.5296,ca/fr,Vaughan,IKEA Vaughan, , , ,America/Toronto,CAON," ,  "
373,37.4242,126.8832,kr/ko,광명점,IKEA 광명점,일직로 17,14352,광명시,Asia/Seoul,KR41,광명시 일직로 17
373,37.4242,126.8832,kr/en,Gwangmyeong,IKEA Gwangmyeong,17 Iljik-ro,14352,Gwangmyeong-si,Asia/Seoul,KR41,"17 Iljik-ro, Gwangmyeong-si"
374,39.0199,-94.6906,us/es,"Merriam, KS","IKEA Merriam, KS",6000 IKEA Way,66202,Merriam,America/Chicago,USKS,"6000 IKEA Way, Merriam"
374,39.0199,-94.6906,us/en,"Merriam, KS","IKEA Merriam, KS",6000 IKEA Way,66202,Merriam,America/Chicago,USKS,"6000 IKEA Way, Merriam"
375,50.6788,5.4647,be/en,Liège,IKEA Liège,Porte De Liege 7,4342,Hognoul,Europe/Brussels,BEWLG,"Porte De Liege 7, Hognoul"
375,50.6788,5.4647,be/fr,Liège,IKEA Liège,Porte De Liege 7,4342,Hognoul,Europe/Brussels,BEWLG,"Porte De Liege 7, Hognoul"
375,50.6788,5.4647,be/nl,Liège,IKEA Liège,Porte De Liege 7,4342,Hognoul,Europe/Brussels,BEWLG,"Porte De Liege 7, Hognoul"
376,50.8723,4.4912,be/en,Zaventem,IKEA Zaventem,Woluwelaan 19,1930,Zaventem,Europe/Brussels,BEVBR,"Woluwelaan 19, Zaventem"
376,50.8723,4.4912,be/fr,Zaventem,IKEA Zaventem,Weiveldlaan 19,1930,Zaventem,Europe/Brussels,BEVBR,"Weiveldlaan 19, Zaventem"
376,50.8723,4.4912,be/nl,Zaventem,IKEA Zaventem,Weiveldlaan 19,1930,Zaventem,Europe/Brussels,BEVBR,"Weiveldlaan 19, Zaventem"
377,-33.7206,150.8417,au/en,Marsden Park,IKEA Marsden Park,1 Hollinsworth Road,2765,Marsden Park,Australia/Sydney,AUNS,"1 Hollinsworth Road, Marsden Park"
378,52.3847,4.6703,nl/en,Haarlem,IKEA Haarlem,Laan van Decima 1,2031 CX,Haarlem,Europe/Amsterdam,NLNH,"Laan van Decima 1, Haarlem"
378,52.3847,4.6703,nl/nl,Haarlem,IKEA Haarlem,Laan van Decima 1,2031 CX,Haarlem,Europe/Amsterdam,NLNH,"Laan van Decima 1, Haarlem"
379,29.7855,-95.4723,us/es,"Houston, TX","IKEA Houston, TX",7810 Katy Freeway,77024,Houston,America/Chicago,USTX,"7810 Katy Freeway, Houston"
379,29.7855,-95.4723,us/en,"Houston, TX","IKEA Houston, TX",7810 Katy Freeway,77024,Houston,America/Chicago,USTX,"7810 Katy Freeway, Houston"
384,-37.8087,145.007,au/en,Richmond,IKEA Richmond,630 Victoria Street,3121,Richmond,Australia/Melbourne,AUVI,"630 Victoria Street, Richmond"
385,-33.8362,151.0838,au/en,Rhodes,IKEA Rhodes,1 Oulton Avenue,2138,Rhodes,Australia/Sydney,AUNS,"1 Oulton Avenue, Rhodes"
386,47.8168,13.0068,at/de,Salzburg,IKEA Salzburg,Europastraße 5,5020,Salzburg,Europe/Vienna,AT05,"Europastraße 5, Salzburg"
386,47.8168,13.0068,at/en,Salzburg,IKEA Salzburg,Europastraße 5,5020,Salzburg,Europe/Vienna,AT5,"Europastraße 5, Salzburg"
387,47.0332,15.4223,at/de,Graz,IKEA Graz,Weblinger Gürtel 31,8054,Graz,Europe/Vienna,AT06,"Weblinger Gürtel 31, Graz"
387,47.0332,15.4223,at/en,Graz,IKEA Graz,Weblinger Gürtel 31,8054,Graz,Europe/Vienna,AT6,"Weblinger Gürtel 31, Graz"
388,48.1976,14.2503,at/de,Linz Haid,IKEA Linz Haid,IKEA Platz 1,4053,Haid,Europe/Vienna,AT04,"IKEA Platz 1, Haid"
388,48.1976,14.2503,at/en,Linz-Haid,IKEA Linz-Haid,IKEA Platz 1,4053,Haid,Europe/Vienna,AT4,"IKEA Platz 1, Haid"
389,48.9867,2.2147,fr/fr,Franconville,IKEA Franconville,337/339 RUE DU GENERAL LECLERC,95130,FRANCONVILLE,Europe/Paris,FRIDF,"337/339 RUE DU GENERAL LECLERC, FRANCONVILLE"
390,60.8402,11.0575,no/no,Ringsaker,IKEA Ringsaker,Krokstadvegen 4,2320,Furnes,Europe/Oslo,,"Krokstadvegen 4, Furnes"
390,60.8402,11.0575,no/en,Ringsaker,IKEA Ringsaker,Krokstadvegen 4,2320,Furnes,Europe/Oslo,,"Krokstadvegen 4, Furnes"
391,52.5336,6.1624,nl/en,Zwolle,IKEA Zwolle,Diepholtstraat 3,8028 PN,Zwolle,Europe/Amsterdam,NLOV,"Diepholtstraat 3, Zwolle"
391,52.5336,6.1624,nl/nl,Zwolle,IKEA Zwolle,Diepholtstraat 3,8028 PN,Zwolle,Europe/Amsterdam,NLOV,"Diepholtstraat 3, Zwolle"
392,38.2255,140.8861,jp/ja,仙台,IKEA仙台,太白区あすと長町2-1-1,982-0007,宮城県仙台市,Asia/Tokyo,JP04,宮城県仙台市太白区あすと長町2-1-1
392,38.2255,140.8861,jp/en,Sendai,IKEA Sendai,"2-1-2 Asuto Nagamachi, Taihaku-ku",982-0007,Sendai-shi,Asia/Tokyo,JP04,"2-1-2 Asuto Nagamachi, Taihaku-ku, Sendai-shi"
393,50.1958783,8.6570205,de/de,Frankfurt,IKEA Frankfurt,Züricher Straße 7,60437,"Frankfurt, Niedereschbach",Europe/Berlin,DEHE,"Züricher Straße 7, Frankfurt, Niedereschbach"
393,50.1958783,8.6570205,de/en,Frankfurt,IKEA Frankfurt,Züricher Straße 7,60437,"Frankfurt, Niedereschbach",Europe/Berlin,DEHE,"Züricher Straße 7, Frankfurt, Niedereschbach"
394,52.52811168,13.21462368,de/de,Berlin-Spandau,IKEA Berlin-Spandau,Gewerbehof 10,13597,Berlin,Europe/Berlin,,"Gewerbehof 10, Berlin"
394,52.52811168,13.21462368,de/en,Berlin-Spandau,IKEA Berlin-Spandau,Gewerbehof 10,13597,Berlin,Europe/Berlin,,"Gewerbehof 10, Berlin"
396,50.9594997,10.94904477,de/de,Erfurt,IKEA Erfurt,Eisenacher Straße 50,99094,Erfurt,Europe/Berlin,DETH,"Eisenacher Straße 50, Erfurt"
396,50.9594997,10.94904477,de/en,Erfurt,IKEA Erfurt,Eisenacher Straße 50,99094,Erfurt,Europe/Berlin,DETH,"Eisenacher Straße 50, Erfurt"
397,49.55584098,8.44385199,de/de,Mannheim,IKEA Mannheim,Frankenthaler Straße 123,68307,Mannheim,Europe/Berlin,DEBW,"Frankenthaler Straße 123, Mannheim"
397,49.55584098,8.44385199,de/en,Mannheim,IKEA Mannheim,Frankenthaler Straße 123,68307,Mannheim,Europe/Berlin,DEBW,"Frankenthaler Straße 123, Mannheim"
398,57.7744,12.0018,se/sv,Göteborg Bäckebol,IKEA Göteborg Bäckebol,Transportgatan 23,42246,Hisings backa,Europe/Stockholm,,"Transportgatan 23, Hisings backa"
398,57.7744,12.0018,se/en,Göteborg Bäckebol,IKEA Göteborg Bäckebol,Transportgatan 23,42246,Hisings backa,Europe/Stockholm,,"Transportgatan 23, Hisings backa"
399,34.1745,-118.3032,us/es,"Burbank, CA","IKEA Burbank, CA",600 South IKEA Way,91502-1534,Burbank,America/Los_Angeles,USCA,"600 South IKEA Way, Burbank"
399,34.1745,-118.3032,us/en,"Burbank, CA","IKEA Burbank, CA",600 South IKEA Way,91502,Burbank,America/Los_Angeles,USCA,"600 South IKEA Way, Burbank"
402,43.6042,3.9244,fr/fr,Montpellier,IKEA Montpellier,1 Place de Troie,34000,MONTPELLIER,Europe/Paris,FROCC,"1 Place de Troie, MONTPELLIER"
403,51.5803,4.7291,nl/en,Breda,IKEA Breda,Kruisweide 1,4814 RW,Breda,Europe/Amsterdam,NLNB,"Kruisweide 1, Breda"
403,51.5803,4.7291,nl/nl,Breda,IKEA Breda,Kruisweide 1,4814 RW,Breda,Europe/Amsterdam,NLNB,"Kruisweide 1, Breda"
404,53.2187,6.5895,nl/en,Groningen,IKEA Groningen,Sontweg 9,9723 AT,Groningen,Europe/Amsterdam,NLGR,"Sontweg 9, Groningen"
404,53.2187,6.5895,nl/nl,Groningen,IKEA Groningen,Sontweg 9,9723 AT,Groningen,Europe/Amsterdam,NLGR,"Sontweg 9, Groningen"
406,41.3549,2.1238,es/es,IKEA Gran Via L'Hospitalet,IKEA Gran Via L'Hospitalet,"Districte Econòmic, Avinguda de la Granvia de l’Hospitalet, 115-133",08908,"L'Hospitalet de Llobregat, Barcelona",Europe/Madrid,ESB,"Districte Econòmic, Avinguda de la Granvia de l’Hospitalet, 115-133, L'Hospitalet de Llobregat, Barcelona"
406,41.3549,2.1238,es/eu,IKEA Gran Via L'Hospitalet,IKEA Gran Via L'Hospitalet,Avda Gran Via 115-134 Dist Economic,08908,L'Hospitalet de Llobregat Barcelona,Europe/Madrid,ESB,"Avda Gran Via 115-134 Dist Economic, L'Hospitalet de Llobregat Barcelona"
406,41.3549,2.1238,es/gl,IKEA Gran Via L'Hospitalet,IKEA Gran Via L'Hospitalet,"Districte Econòmic, Avinguda Gran Via 115-134",08908,L'Hospitalet de Llobregat (Barcelona),Europe/Madrid,ESB,"Districte Econòmic, Avinguda Gran Via 115-134, L'Hospitalet de Llobregat (Barcelona)"
406,41.3549,2.1238,es/ca,IKEA Gran Via L'Hospitalet,IKEA Gran Via L'Hospitalet,"Districte Econòmic, Avinguda de la Granvia de l’Hospitalet, 115-133",08908,L'Hospitalet de Llobregat Barcelona,Europe/Madrid,ESB,"Districte Econòmic, Avinguda de la Granvia de l’Hospitalet, 115-133, L'Hospitalet de Llobregat Barcelona"
406,41.3549,2.1238,es/en,IKEA Gran Via L'Hospitalet,IKEA Gran Via L'Hospitalet,"Districte Econòmic, Avinguda de la Granvia de l’Hospitalet, 115-133",08908,"L'Hospitalet de Llobregat, Barcelona",Europe/Madrid,ESB,"Districte Econòmic, Avinguda de la Granvia de l’Hospitalet, 115-133, L'Hospitalet de Llobregat, Barcelona"
407,21.3023,39.1593,sa/ar,Central unit,ايكيا معرض Central unit,Al Khumra Dist.,21482,Jeddah,Asia/Riyadh,SA02,"Al Khumra Dist., Jeddah"
407,21.3023,39.1593,sa/en,Central unit,IKEA Central unit store,Al Khumra Dist.,21482,Jeddah,Asia/Riyadh,SA02,"Al Khumra Dist., Jeddah"
408,50.1043,14.5873,cz/en,Praha – Černý Most,IKEA Praha – Černý Most,Chlumecká 664/10,198 00,Praha 9 – Černý Most,Europe/Prague,CZPR,"Chlumecká 664/10, Praha 9 – Černý Most"
408,50.1043,14.5873,cz/cs,Černý Most,IKEA Černý Most,Chlumecká 664/10,198 00,Praha 9-Cerný most,Europe/Prague,CZPR,"Chlumecká 664/10, Praha 9-Cerný most"
409,40.9246,-74.0749,us/es,"Paramus, NJ","IKEA Paramus, NJ",100 IKEA Drive,07652,Paramus,America/New_York,USNJ,"100 IKEA Drive, Paramus"
409,40.9246,-74.0749,us/en,"Paramus, NJ","IKEA Paramus, NJ",100 IKEA Drive,07652,Paramus,America/New_York,USNJ,"100 IKEA Drive, Paramus"
410,38.6337,-90.2449,us/es,"St. Louis, MO","IKEA St. Louis, MO",1 IKEA Way,63110-3881,St. Louis,America/Chicago,USMO,"1 IKEA Way, St. Louis"
410,38.6337,-90.2449,us/en,"St. Louis, MO","IKEA St. Louis, MO",1 IKEA Way,63108,St. Louis,America/Chicago,USMO,"1 IKEA Way, St. Louis"
411,39.0208,-76.9289,us/es,"College Park, MD","IKEA College Park, MD",10100 Baltimore Avenue,20740,College Park,America/New_York,USMD,"10100 Baltimore Avenue, College Park"
411,39.0208,-76.9289,us/en,"College Park, MD","IKEA College Park, MD",10100 Baltimore Avenue,20740,College Park,America/New_York,USMD,"10100 Baltimore Avenue, College Park"
412,53.48903308,8.60557004,de/de,Bremerhaven,IKEA Bremerhaven,Weserstraße 1i,27572,Bremerhaven,Europe/Berlin,DEHB,"Weserstraße 1i, Bremerhaven"
412,53.48903308,8.60557004,de/en,Bremerhaven,IKEA Bremerhaven,Weserstraße 1i,27572,Bremerhaven,Europe/Berlin,DEHB,"Weserstraße 1i, Bremerhaven"
413,34.0744,-117.8801,us/es,"Covina, CA","IKEA Covina, CA",848 South Barranca Ave,91723,Covina,America/Los_Angeles,USCA,"848 South Barranca Ave, Covina"
413,34.0744,-117.8801,us/en,"Covina, CA","IKEA Covina, CA",848 South Barranca Ave,91723,Covina,America/Los_Angeles,USCA,"848 South Barranca Ave, Covina"
414,45.5716,-73.4007,ca/en,Boucherville,IKEA Boucherville,586 De Touraine,J4B 5E4,Boucherville,America/Montreal,CAQC,"586 De Touraine, Boucherville"
414,45.5716,-73.4007,ca/fr,Boucherville,IKEA Boucherville,586 De Touraine,J4B 5E4,Boucherville,America/Montreal,CAQC,"586 De Touraine, Boucherville"
415,52.1844,5.4183,nl/en,Amersfoort,IKEA Amersfoort,Euroweg 101,3825 HB,Amersfoort,Europe/Amsterdam,NLUT,"Euroweg 101, Amersfoort"
415,52.1844,5.4183,nl/nl,Amersfoort,IKEA Amersfoort,Euroweg 101,3825 HB,Amersfoort,Europe/Amsterdam,NLUT,"Euroweg 101, Amersfoort"
416,63.8085,20.2541,se/sv,Umeå,IKEA Umeå,Marknadsgatan 15,90422,UMEÅ,Europe/Stockholm,SEAC,"Marknadsgatan 15, UMEÅ"
416,63.8085,20.2541,se/en,Umeå,IKEA Umeå,Marknadsgatan 15,90422,UMEÅ,Europe/Stockholm,SEAC,"Marknadsgatan 15, UMEÅ"
421,52.46958147,13.36625688,de/de,Berlin-Tempelhof,IKEA Berlin-Tempelhof,Sachsendamm 47,10829,"Berlin,Tempelhof",Europe/Berlin,DEBE,"Sachsendamm 47, Berlin,Tempelhof"
421,52.46958147,13.36625688,de/en,Berlin-Tempelhof,IKEA Berlin-Tempelhof,Sachsendamm 47,10829,"Berlin,Tempelhof",Europe/Berlin,DEBE,"Sachsendamm 47, Berlin,Tempelhof"
422,60.2762,25.0843,fi/fi,Vantaa,IKEA Vantaa,Porttisuontie 18,01200,Vantaa,Europe/Helsinki,FIES,"Porttisuontie 18, Vantaa"
422,60.2762,25.0843,fi/en,Vantaa,IKEA Vantaa,Porttisuontie 18,01200,Vantaa,Europe/Helsinki,FIES,"Porttisuontie 18, Vantaa"
423,50.4618,3.932,be/en,Mons,IKEA Mons,Place des Grands Prés 1/A,7000,Mons,Europe/Brussels,BEWHT,"Place des Grands Prés 1/A, Mons"
423,50.4618,3.932,be/fr,Mons,IKEA Mons,Place des Grands Prés 1/A,7000,Mons,Europe/Brussels,BEWHT,"Place des Grands Prés 1/A, Mons"
423,50.4618,3.932,be/nl,Mons,IKEA Mons,Place des Grands Prés 1/A,7000,Mons,Europe/Brussels,BEWHT,"Place des Grands Prés 1/A, Mons"
425,51.4821721,6.7638779,de/de,Duisburg,IKEA Duisburg,Beecker Straße 80,47166,Duisburg,Europe/Berlin,DENW,"Beecker Straße 80, Duisburg"
425,51.4821721,6.7638779,de/en,Duisburg,IKEA Duisburg,Beecker Straße 80,47166,Duisburg,Europe/Berlin,DENW,"Beecker Straße 80, Duisburg"
427,41.9717,12.5425,it/it,Roma Porta di Roma,IKEA Roma Porta di Roma,"Via Casale Redicicoli, 501",00139,ROMA,Europe/Rome,ITRM,"Via Casale Redicicoli, 501, ROMA"
428,43.3882,-5.8058,es/es,Asturias,IKEA Asturias,"Centro Comercial Parque Principado, A-66 KM 4.5",33429,Pola de Siero (Asturias),Europe/Madrid,ESO,"Centro Comercial Parque Principado, A-66 KM 4.5, Pola de Siero (Asturias)"
428,43.3882,-5.8058,es/eu,Asturias,IKEA Asturias,"Centro Comercial Parque Principado, A-66 KM 4.5",33429,Pola de Siero (Asturias),Europe/Madrid,ESO,"Centro Comercial Parque Principado, A-66 KM 4.5, Pola de Siero (Asturias)"
428,43.3882,-5.8058,es/gl,Asturias,IKEA Asturias,"Centro Comercial Intu Asturias, A-66 KM 4.5",33429,Pola de Siero (Asturias),Europe/Madrid,ESO,"Centro Comercial Intu Asturias, A-66 KM 4.5, Pola de Siero (Asturias)"
428,43.3882,-5.8058,es/ca,Asturias,IKEA Asturias,"Centro Comercial Parque Principado, A-66 KM 4.5",33429,Pola de Siero (Asturias),Europe/Madrid,ESO,"Centro Comercial Parque Principado, A-66 KM 4.5, Pola de Siero (Asturias)"
428,43.3882,-5.8058,es/en,Asturias,IKEA Asturias,"Centro Comercial Parque Principado, A-66 KM 4.5",33429,Pola de Siero (Asturias),Europe/Madrid,ESO,"Centro Comercial Parque Principado, A-66 KM 4.5, Pola de Siero (Asturias)"
429,53.1324,18.1194,pl/pl,Bydgoszcz,IKEA Bydgoszcz,ul. Skandynawska 1,85-776,Bydgoszcz,Europe/Warsaw,PLKP,"ul. Skandynawska 1, Bydgoszcz"
430,49.4404562,7.7011199,de/de,Kaiserslautern,IKEA Kaiserslautern,Opelkreisel 3,67663,Kaiserslautern,Europe/Berlin,DERP,"Opelkreisel 3, Kaiserslautern"
430,49.4404562,7.7011199,de/en,Kaiserslautern,IKEA Kaiserslautern,Opelkreisel 3,67663,Kaiserslautern,Europe/Berlin,DERP,"Opelkreisel 3, Kaiserslautern"
431,45.449160617013696,4.41912126991202,fr/fr,Saint-Étienne,IKEA Saint-Étienne,47 RUE JEAN HUSSE,42000,SAINT ETIENNE,Europe/Paris,FRARA,"47 RUE JEAN HUSSE, SAINT ETIENNE"
432,48.75945082056943,2.385285298699516,fr/fr,Thiais,IKEA Thiais,3 RUE DE LA RESISTANCE,94320,THIAIS,Europe/Paris,FRIDF,"3 RUE DE LA RESISTANCE, THIAIS"
433,43.29317920469646,5.481076826113443,fr/fr,La Valentine,IKEA La Valentine,ZAC LA VALENTINE - LA RAVELLE,13011,MARSEILLE,Europe/Paris,FRPAC,"ZAC LA VALENTINE - LA RAVELLE, MARSEILLE"
434,47.3761,0.718,fr/fr,Tours,IKEA Tours,RUE DESIRE LECOMTE,37000,TOURS,Europe/Paris,FRCVL,"RUE DESIRE LECOMTE, TOURS"
435,45.181343511477905,5.775836400587793,fr/fr,Grenoble,IKEA Grenoble,150 AV GABRIEL PERI,38400,SAINT MARTIN D'HERES,Europe/Paris,FRARA,"150 AV GABRIEL PERI, SAINT MARTIN D'HERES"
438,3.157,101.6132,my/en,Damansara,IKEA Damansara,"2, Jalan PJU 7/2 Mutiara Damansara",47810,Petaling Jaya Selangor Darul Ehsan,Asia/Kuala_Lumpur,MY10,"2, Jalan PJU 7/2 Mutiara Damansara, Petaling Jaya Selangor Darul Ehsan"
438,3.157,101.6132,my/ms,Damansara,IKEA Damansara,"2, Jalan PJU 7/2 Mutiara Damansara",47810,Petaling Jaya Selangor Darul Ehsan,Asia/Kuala_Lumpur,MY10,"2, Jalan PJU 7/2 Mutiara Damansara, Petaling Jaya Selangor Darul Ehsan"
441,60.4761,5.332,no/no,Åsane,IKEA Åsane,Åsamyrane 250,5131,Nyborg,Europe/Oslo,,"Åsamyrane 250, Nyborg"
441,60.4761,5.332,no/en,Åsane,IKEA Åsane,Åsamyrane 250,5131,Nyborg,Europe/Oslo,,"Åsamyrane 250, Nyborg"
444,47.73246437811007,7.2828611105020915,fr/fr,Mulhouse,IKEA Mulhouse,Place Du Renne,68790,Morschwiller-le-bas,Europe/Paris,FRGES,"Place Du Renne, Morschwiller-le-bas"
445,55.5526,12.985,se/sv,Malmö,IKEA Malmö,Kulthusgatan 1,215 86,Malmö,Europe/Stockholm,,"Kulthusgatan 1, Malmö"
445,55.5526,12.985,se/en,Malmö,IKEA Malmö,Hövdingevägen 1,25186,Malmö,Europe/Stockholm,,"Hövdingevägen 1, Malmö"
446,-33.9233,151.1659,au/en,Tempe,IKEA Tempe,634-726 Princes Highway,2044,Tempe,Australia/Sydney,AUNS,"634-726 Princes Highway, Tempe"
447,35.6821,139.9922,jp/ja,Tokyo-Bay,IKEA Tokyo-Bay,浜町2-3-30,273-0012,千葉県船橋市,Asia/Tokyo,JP12,千葉県船橋市浜町2-3-30
447,35.6821,139.9922,jp/en,Tokyo-Bay,IKEA Tokyo-Bay,2-3-30 Hama-cho,273-0012,Funabashi-shi,Asia/Tokyo,JP12,"2-3-30 Hama-cho, Funabashi-shi"
448,35.5229,139.5905,jp/ja,港北（横浜）,IKEA港北（横浜）,都筑区折本町201-1,224-0043,神奈川県横浜市,Asia/Tokyo,JP14,神奈川県横浜市都筑区折本町201-1
448,35.5229,139.5905,jp/en,Kohoku,IKEA Kohoku,"201-1 Orimoto-cho, Tsuzuki-ku",224-0043,Yokohama-shi,Asia/Tokyo,JP14,"201-1 Orimoto-cho, Tsuzuki-ku, Yokohama-shi"
449,38.0276,-1.1461,es/es,Murcia,IKEA Murcia,Avenida Don Juan de Borbon s/n,30110,Murcia,Europe/Madrid,ESMU,"Avenida Don Juan de Borbon s/n, Murcia"
449,38.0276,-1.1461,es/eu,Murcia,IKEA Murcia,Avenida Don Juan de Borbon s/n,30110,Murcia,Europe/Madrid,ESMU,"Avenida Don Juan de Borbon s/n, Murcia"
449,38.0276,-1.1461,es/gl,Murcia,IKEA Murcia,Avenida Don Juan de Borbon s/n,30110,Murcia,Europe/Madrid,ESMU,"Avenida Don Juan de Borbon s/n, Murcia"
449,38.0276,-1.1461,es/ca,Murcia,IKEA Murcia,Avenida Don Juan de Borbon s/n,30110,Murcia,Europe/Madrid,ESMU,"Avenida Don Juan de Borbon s/n, Murcia"
449,38.0276,-1.1461,es/en,Murcia,IKEA Murcia,Avenida Don Juan de Borbon s/n,30110,Murcia,Europe/Madrid,ESMU,"Avenida Don Juan de Borbon s/n, Murcia"
451,-35.2769,149.1946,au/en,Canberra,IKEA Canberra,1030 MAJURA ROAD,2609,MAJURA,Australia/Sydney,AUCT,"1030 MAJURA ROAD, MAJURA"
452,50.9186,5.32,be/en,Hasselt,IKEA Hasselt,Biezenstraat 45,3500,Hasselt,Europe/Brussels,BEVLI,"Biezenstraat 45, Hasselt"
452,50.9186,5.32,be/fr,Hasselt,IKEA Hasselt,Biezenstraat 45,3500,Hasselt,Europe/Brussels,BEVLI,"Biezenstraat 45, Hasselt"
452,50.9186,5.32,be/nl,Hasselt,IKEA Hasselt,Biezenstraat 45,3500,Hasselt,Europe/Brussels,BEVLI,"Biezenstraat 45, Hasselt"
453,37.0973447,-7.9959882,pt/pt,Loulé,IKEA Loulé,Avenida do Algarve n.º 5,8135-182,Almancil,Europe/Lisbon,PT08,"Avenida do Algarve n.º 5, Almancil"
453,37.0973447,-7.9959882,pt/en,Loulé,IKEA Loulé,Avenida do Algarve n.º 5,8135-182,Almancil,Europe/Lisbon,PT08,"Avenida do Algarve n.º 5, Almancil"
455,45.42665744738561,9.079226298079185,it/it,Milano Corsico,IKEA Milano Corsico,"Nuova via Marchesi, 4",20094,CORSICO,Europe/Rome,ITMI,"Nuova via Marchesi, 4, CORSICO"
456,45.0983,7.5838,it/it,Torino Collegno,IKEA Torino Collegno,"Viale Svezia, 1",10093,COLLEGNO,Europe/Rome,ITTO,"Viale Svezia, 1, COLLEGNO"
457,43.5298,13.5185,it/it,Ancona,IKEA Ancona,Aspio Terme,60021,CAMERANO,Europe/Rome,ITAN,"Aspio Terme, CAMERANO"
458,40.7552,14.7896,it/it,Salerno Baronissi,IKEA Salerno Baronissi,Via Salvatore Allende - Località Orignano,84081,BARONISSI,Europe/Rome,ITSA,"Via Salvatore Allende - Località Orignano, BARONISSI"
460,-27.2431,153.015,au/en,North Lakes,IKEA North Lakes,3 NORTH LAKES DRIVE,4509,NORTH LAKES,Australia/Brisbane,AUQL,"3 NORTH LAKES DRIVE, NORTH LAKES"
461,51.4424,-1.0654,gb/en,Reading,IKEA Reading,"Pincents Kiln Industrial Pk, Theale",RG31 7SD,Reading,Europe/London,GBRDG,"Pincents Kiln Industrial Pk, Theale, Reading"
462,36.0688,-115.2811,us/es,"Las Vegas, NV","IKEA Las Vegas, NV",6500 IKEA Way,89148,Las Vegas,America/Los_Angeles,USNV,"6500 IKEA Way, Las Vegas"
462,36.0688,-115.2811,us/en,"Las Vegas, NV","IKEA Las Vegas, NV",6500 IKEA Way,89148,Las Vegas,America/Los_Angeles,USNV,"6500 IKEA Way, Las Vegas"
463,,,sa/ar,HSU SA,ايكيا معرض HSU SA,,,,Asia/Riyadh,,", "
463,,,sa/en,HSU SA,IKEA HSU SA store,,,,Asia/Riyadh,,", "
467,62.4456,17.3352,se/sv,Sundsvall,IKEA Sundsvall,Gesällvägen 3,863 41,Sundsvall,Europe/Stockholm,,"Gesällvägen 3, Sundsvall"
467,62.4456,17.3352,se/en,Sundsvall,IKEA Sundsvall,Gesällvägen 3,863 41,Sundsvall,Europe/Stockholm,,"Gesällvägen 3, Sundsvall"
468,56.092,12.7604,se/sv,Helsingborg,IKEA Helsingborg,Marknadsvägen 7,25469,Ödåkra,Europe/Stockholm,,"Marknadsvägen 7, Ödåkra"
468,56.092,12.7604,se/en,Helsingborg,IKEA Helsingborg,Marknadsvägen 7,25469,Ödåkra,Europe/Stockholm,,"Marknadsvägen 7, Ödåkra"
469,56.685,16.3162,se/sv,Kalmar,IKEA Kalmar,Bilbyggarvägen,393 56,Kalmar,Europe/Stockholm,,"Bilbyggarvägen, Kalmar"
469,56.685,16.3162,se/en,Kalmar,IKEA Kalmar,Bilbyggarvägen,393 56,Kalmar,Europe/Stockholm,,"Bilbyggarvägen, Kalmar"
470,65.8429,24.1316,se/sv,Haparanda,IKEA Haparanda,Norrskensvägen 2,953 36,Haparanda,Europe/Stockholm,,"Norrskensvägen 2, Haparanda"
470,65.8429,24.1316,se/en,Haparanda,IKEA Haparanda,Norrskensvägen 2,953 36,Haparanda,Europe/Stockholm,,"Norrskensvägen 2, Haparanda"
471,59.3788,13.4185,se/sv,Karlstad,IKEA Karlstad,Bergviksvägen 43,653 46,Karlstad,Europe/Stockholm,,"Bergviksvägen 43, Karlstad"
471,59.3788,13.4185,se/en,Karlstad,IKEA Karlstad,Bergviksvägen 43,653 46,Karlstad,Europe/Stockholm,,"Bergviksvägen 43, Karlstad"
472,52.553,-0.2403,gb/en,HSU GB,IKEA HSU GB,"Kingston Park, Fletton",PE2 9ET,Peterborough,Europe/London,GBCAM,"Kingston Park, Fletton, Peterborough"
474,44.5061,26.085,ro/ro,HSU RO,IKEA HSU RO,Bucharest-Ploiesti no 42A,013696,Bucharest,Europe/Bucharest,ROB,"Bucharest-Ploiesti no 42A, Bucharest"
475,25.2253,55.3763,ae/ar,Central unit,ايكيا Central unit,Dubai Festival City,50618,Dubai,Asia/Dubai,AEAZ,"Dubai Festival City, Dubai"
