,name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
340,South Korea,KOR,KRW,3000.0,1108.0,10666.862,12687583.888,2000-04-01
341,Philippines,PHL,PHP,59.0,50.3,1087.287,48051.397,2001-04-01
342,South Korea,KOR,KRW,2500.0,952.4,19398.494,19870426.961,2006-05-01
343,Russia,RUS,RUB,71.0,30.44325,9160.112,291208.18,2010-07-01
344,Estonia,EST,EUR,2.2,0.697520315,14696.814,11071.256,2011-07-01
345,China,CHN,CNY,9.9,8.28,865.236,7162.571,2000-04-01
346,Sweden,SWE,SEK,30.0,7.61,37249.257,301208.823,2004-05-01
347,Taiwan,TWN,TWD,75.0,31.175,15290.307,511092.54,2005-06-01
348,Uruguay,URY,UYU,79.0,21.1,10232.122,230759.931,2010-07-01
349,Peru,PER,PEN,8.5,3.43,1910.299,6699.42,2002-04-01
350,Indonesia,IDN,IDR,15900.0,9015.0,1765.794,16173465.629,2007-06-01
351,Euro area,EUZ,EUR,3.36856,0.630497147,40147.5028520725,29291.0793509951,2008-06-01
352,Canada,CAN,CAD,4.12,1.0368,40989.278,46790.712,2010-01-01
353,Netherlands,NLD,EUR,3.25,0.697520315,51165.823,38563.344,2011-07-01
354,Egypt,EGY,EGP,8.0,5.92,1355.278,5982.044,2003-04-01
355,Philippines,PHL,PHP,65.0,52.5,1050.297,54199.066,2003-04-01
356,Saudi Arabia,SAU,SAR,10.0,3.75045,18836.932,70638.494,2010-07-01
357,South Africa,ZAF,ZAR,13.95,6.0803,6033.211,38382.783,2006-01-01
358,India,IND,INR,84.0,44.4,1350.634,61537.854,2011-07-01
359,Brazil,BRA,BRL,6.2,2.2615,4938.537,12022.334,2006-01-01
360,Hungary,HUN,HUF,670.0,144.2578,13926.753,2557311.544,2008-06-01
361,Japan,JPN,JPY,320.0,78.365,45135.796,3962014.51,2011-07-01
362,Australia,AUS,AUD,3.25,1.43,27303.124,41885.737,2004-05-01
363,Costa Rica,CRI,CRC,1130.0,509.535,4756.337,2271994.957,2006-05-01
364,Thailand,THA,THB,62.0,35.3,3369.545,127645.035,2007-01-01
365,Argentina,ARG,ARS,7.0,3.7985,8337.811,31093.737,2010-01-01
366,Costa Rica,CRI,CRC,2050.0,582.57,6879.266,3943794.751,2010-01-01
367,South Korea,KOR,KRW,3000.0,1325.0,12263.471,13862167.318,2001-04-01
368,Australia,AUS,AUD,3.0,1.61,21702.46,39903.055,2003-04-01
369,Czech Republic,CZE,CZK,66.08,14.49795,18527.743,376384.367,2008-06-01
370,Argentina,ARG,ARS,8.25,3.08875,5976.082,18370.363,2007-01-01
371,South Africa,ZAF,ZAR,18.45,7.5365,6552.265,55282.006,2010-07-01
372,Mexico,MEX,MXN,21.9,9.29,7467.739,70611.699,2001-04-01
373,South Africa,ZAF,ZAR,9.7,8.13,3382.066,23455.189,2001-04-01
374,Sri Lanka,LKA,LKR,190.0,102.955,1698.156,176506.335,2007-01-01
375,Italy,ITA,EUR,3.5,0.697520315,35815.593,26993.977,2011-07-01
376,Venezuela,VEN,VEF,5600.0,2629.62,4311.999,,2005-06-01
377,Venezuela,VEN,VEF,5701.25,2519.58,5421.656,,2006-05-01
378,Peru,PER,PEN,9.5,3.1895,3130.79,10249.293,2007-01-01
379,Taiwan,TWN,TWD,70.0,32.9,14844.238,463648.655,2001-04-01
380,Peru,PER,PEN,9.5,3.446,2677.739,8825.157,2006-01-01
381,Taiwan,TWN,TWD,75.0,31.9495,16427.459,528611.003,2006-01-01
382,Peru,PER,PEN,9.5,3.261,2677.739,8825.157,2006-05-01
383,Mexico,MEX,MXN,29.0,10.76755,9456.912,103073.172,2007-06-01
384,Japan,JPN,JPY,280.0,106.855,35847.232,4221138.107,2008-06-01
385,Malaysia,MYS,MYR,4.52,3.8,4347.73,16521.373,2001-04-01
386,Poland,POL,PLN,8.1,2.83565,11532.283,35977.265,2010-01-01
387,Hungary,HUN,HUF,590.0,194.4237,11483.141,2415938.077,2007-01-01
388,South Africa,ZAF,ZAR,15.5,7.10975,6276.173,42471.907,2007-01-01
389,Israel,ISR,ILS,14.5,4.05,19806.863,81994.802,2000-04-01
390,South Africa,ZAF,ZAR,12.4,6.66,4209.22,31842.05,2004-05-01
391,United States,USA,USD,2.67,1.0,44034.256,44034.256,2006-01-01
392,Switzerland,CHE,CHF,6.3,1.2112,59220.71,74253.492,2007-06-01
393,China,CHN,CNY,12.5,6.834,2691.048,20472.372,2008-06-01
394,Philippines,PHL,PHP,101.52,45.92,1923.674,91638.499,2010-01-01
395,Sri Lanka,LKA,LKR,280.0,109.475,2894.26,327201.299,2011-07-01
396,Sweden,SWE,SEK,33.0,7.7119,43349.851,323957.266,2006-01-01
397,Euro area,EUZ,EUR,2.939573529,0.780365992,33343.0362004801,26786.3317813472,2006-05-01
398,Britain,GBR,GBP,2.29,0.657375756,38892.333,24875.958,2010-07-01
399,Argentina,ARG,ARS,20.0,4.1325,10412.974,40739.985,2011-07-01
400,Peru,PER,PEN,9.5,3.167,3130.79,10249.293,2007-06-01
401,Turkey,TUR,TRY,5.95,1.5293,8941.404,13869.33,2010-07-01
402,Poland,POL,PLN,5.9,4.03,4485.064,19492.426,2001-04-01
403,China,CHN,CNY,10.4,8.28,1282.21,10612.853,2004-05-01
404,Egypt,EGY,EGP,9.0,5.8,1195.597,7363.365,2005-06-01
405,Uruguay,URY,UYU,61.0,23.17,9857.304,206366.777,2009-07-01
406,Ukraine,UKR,UAH,7.25,5.3315,1055.946,5631.032,2004-05-01
407,Denmark,DNK,DKK,27.75,6.1769,48872.095,293081.556,2006-01-01
408,New Zealand,NZL,NZD,5.0,1.39275766,28270.425,44571.535,2010-07-01
409,China,CHN,CNY,10.5,8.026,1751.368,14351.735,2006-05-01
410,China,CHN,CNY,11.0,7.7743,2095.239,16706.037,2007-01-01
411,Brazil,BRA,BRL,8.2,1.7233,8851.059,17673.647,2010-01-01
412,Argentina,ARG,ARS,14.0,3.93375,8337.811,31093.737,2010-07-01
413,Chile,CHL,CLP,1850.0,462.75,12723.064,6491932.777,2011-07-01
414,Colombia,COL,COP,6900.0,1956.0,3836.672,9049154.845,2007-06-01
415,Hong Kong,HKG,HKD,13.3,7.7505,31487.94,245191.344,2009-07-01
416,Costa Rica,CRI,CRC,2000.0,582.57,6993.896,3680436.753,2009-07-01
417,Malaysia,MYS,MYR,5.5,3.4345,6351.127,23297.244,2007-06-01
418,Denmark,DNK,DKK,27.75,6.0647,46571.283,279011.197,2005-06-01
419,Australia,AUS,AUD,3.25,1.3308,36256.077,47465.375,2006-01-01
420,Ukraine,UKR,UAH,9.0,5.05,2319.286,11712.394,2007-01-01
421,Saudi Arabia,SAU,SAR,10.0,3.74955,19196.033,71985.123,2008-06-01
422,Sri Lanka,LKA,LKR,210.0,114.86,2472.242,284252.723,2010-01-01
423,Thailand,THA,THB,59.0,40.8,2359.116,97867.018,2004-05-01
424,Czech Republic,CZE,CZK,67.64,19.7476,19908.146,379282.784,2010-07-01
425,Philippines,PHL,PHP,102.0,46.47,1923.674,91638.499,2010-07-01
426,Czech Republic,CZE,CZK,54.37,39.1,6333.862,218956.85,2000-04-01
427,Poland,POL,PLN,5.5,4.3,4348.147,17249.86,2000-04-01
428,Singapore,SGP,SGD,3.3,1.71,23730.379,41342.672,2004-05-01
429,Taiwan,TWN,TWD,75.0,32.9255,16892.883,549584.603,2007-01-01
430,Thailand,THA,THB,60.0,39.755,2894.06,116399.489,2006-01-01
431,Malaysia,MYS,MYR,5.5,3.6295,5678.332,21504.443,2006-05-01
432,Egypt,EGY,EGP,13.0,5.58475,2271.232,12521.23,2009-07-01
433,Canada,CAN,CAD,2.85,1.47,22340.553,33191.468,2000-04-01
434,Argentina,ARG,ARS,4.1,2.88,2997.621,9315.73,2003-04-01
435,United States,USA,USD,2.46,1.0,37945.761,37945.761,2003-04-01
436,New Zealand,NZL,NZD,3.95,1.78,15706.697,33834.278,2003-04-01
437,Brazil,BRA,BRL,6.4,2.3045,4938.537,12022.334,2006-05-01
438,Canada,CAN,CAD,3.63,1.17485,40559.017,46007.907,2007-01-01
439,Russia,RUS,RUB,49.0,26.5335,7416.297,201611.744,2007-01-01
440,Denmark,DNK,DKK,27.75,5.4603,52121.249,309953.516,2007-06-01
441,United States,USA,USD,2.47,1.0,39405.354,39405.354,2004-05-01
442,Egypt,EGY,EGP,9.54,5.69025,1563.739,8995.797,2007-06-01
443,UAE,ARE,AED,10.0,3.67285,41466.918,152287.257,2008-06-01
444,Russia,RUS,RUB,35.0,28.9,1898.155,53394.476,2001-04-01
445,Euro area,EUZ,EUR,2.92,0.814929509,32391.7375038093,26052.2444189409,2005-06-01
446,Germany,DEU,EUR,3.4,0.697520315,42379.71,31941.309,2011-07-01
447,Thailand,THA,THB,55.0,38.0,2033.26,76885.008,2000-04-01
448,Chile,CHL,CLP,1260.0,601.0,5099.922,2751361.08,2001-04-01
449,Hong Kong,HKG,HKD,11.5,7.8,24731.081,192890.065,2003-04-01
450,South Africa,ZAF,ZAR,15.5,6.971,6276.173,42471.907,2007-06-01
451,Sweden,SWE,SEK,48.4,7.37355,46734.909,357700.54,2010-07-01
452,Japan,JPN,JPY,262.0,130.0,34410.68,4181893.67,2002-04-01
453,Taiwan,TWN,TWD,75.0,33.1755,18053.591,569304.959,2009-07-01
454,Britain,GBR,GBP,2.29,0.623752495,38892.333,24875.958,2010-01-01
455,Spain,ESP,EUR,3.5,0.697520315,30566.877,23038.054,2011-07-01
456,United States,USA,USD,3.43,1.0,48470.553,48470.553,2009-07-01
457,Brazil,BRA,BRL,8.03,1.9971,9096.943,16681.671,2009-07-01
458,Japan,JPN,JPY,262.0,120.0,32832.296,4116776.513,2003-04-01
459,Saudi Arabia,SAU,SAR,9.0,3.75045,17827.359,66852.595,2007-06-01
460,Colombia,COL,COP,7000.0,2095.6,5622.121,11048240.65,2009-07-01
461,Argentina,ARG,ARS,8.25,3.0915,5976.082,18370.363,2007-06-01
462,Costa Rica,CRI,CRC,1130.0,518.625,5309.271,2714244.847,2007-06-01
463,Japan,JPN,JPY,320.0,91.54,41469.773,3880330.353,2010-01-01
464,South Korea,KOR,KRW,3400.0,1140.5,19139.732,24445360.458,2010-01-01
465,Colombia,COL,COP,7000.0,1798.65,4834.427,10045024.887,2008-06-01
466,Czech Republic,CZE,CZK,56.0,39.0,6015.067,232172.237,2001-04-01
467,Israel,ISR,ILS,15.9,3.40335,31350.026,117216.965,2011-07-01
468,Turkey,TUR,TRY,4000000.0,1324500.0,3082.899,3769.12,2002-04-01
469,Turkey,TUR,TRY,4.1,1.3365,7350.887,9879.038,2006-01-01
470,Britain,GBR,GBP,1.94,0.506034461,44589.681,24200.404,2007-01-01
471,Australia,AUS,AUD,4.34,1.2869,49205.307,57532.249,2009-07-01
472,Argentina,ARG,ARS,4.75,2.897,4314.098,12690.697,2005-06-01
473,Thailand,THA,THB,60.0,38.445,2894.06,116399.489,2006-05-01
474,New Zealand,NZL,NZD,3.6,2.47,14021.862,30657.479,2001-04-01
475,Egypt,EGY,EGP,9.5,5.77075,1331.362,8008.765,2006-05-01
476,UAE,ARE,AED,10.0,3.6726,44313.566,162741.572,2007-01-01
477,Sweden,SWE,SEK,38.0,5.96085,53496.534,361570.771,2008-06-01
478,Russia,RUS,RUB,67.0,32.7959,12463.807,309833.966,2009-07-01
479,Euro area,EUZ,EUR,3.380031071,0.78015291,39515.1983259993,28361.5226020863,2010-07-01
480,Pakistan,PAK,PKR,210.0,85.525,1108.978,87175.873,2010-07-01
481,Euro area,EUZ,EUR,2.74,0.833333333,28437.2583537082,25146.1972290139,2004-05-01
482,Switzerland,CHE,CHF,6.3,1.2776,56383.878,70207.889,2006-01-01
483,United States,USA,USD,3.21,1.0,47943.353,47943.353,2008-06-01
484,Turkey,TUR,TRY,3950000.0,1531000.0,4684.698,7027.699,2004-05-01
485,China,CHN,CNY,10.5,8.2764,1499.712,12413.115,2005-06-01
486,United States,USA,USD,2.58,1.0,41641.617,41641.617,2005-06-01
487,Britain,GBR,GBP,1.99,0.496610632,44589.681,24200.404,2007-06-01
488,Singapore,SGP,SGD,3.95,1.35275,39432.895,59429.381,2008-06-01
489,South Africa,ZAF,ZAR,13.95,7.56,2791.18,29353.446,2003-04-01
490,Philippines,PHL,PHP,85.0,49.05,1470.825,75474.329,2007-01-01
491,Peru,PER,PEN,8.056,3.0274,4285.984,12536.502,2009-07-01
492,Greece,GRC,EUR,3.26,0.697520315,26743.4,20156.325,2011-07-01
493,Malaysia,MYS,MYR,5.04,3.8,4189.053,15918.403,2002-04-01
494,Egypt,EGY,EGP,10.0,6.19,1252.404,6455.752,2004-05-01
495,Philippines,PHL,PHP,69.0,55.9,1062.619,57597.497,2004-05-01
496,Switzerland,CHE,CHF,6.3,1.20885,56383.878,70207.889,2006-05-01
497,Denmark,DNK,DKK,28.0,4.7044,58641.193,319225.112,2008-06-01
498,Hong Kong,HKG,HKD,13.3,7.7974,30494.551,237915.946,2008-06-01
499,Indonesia,IDN,IDR,20900.0,10200.0,2416.785,23440305.605,2009-07-01
500,New Zealand,NZL,NZD,4.9,1.35685,28270.425,44571.535,2010-01-01
501,Malaysia,MYS,MYR,5.5,3.238,7480.893,25716.236,2008-06-01
502,Peru,PER,PEN,9.5,2.84,3633.714,11368.075,2008-06-01
503,Brazil,BRA,BRL,8.71,1.77495,8851.059,17673.647,2010-07-01
504,China,CHN,CNY,13.2,6.7769,3813.408,26050.976,2010-07-01
505,Singapore,SGP,SGD,3.3,1.78,22159.833,39679.139,2003-04-01
506,Britain,GBR,GBP,1.88,0.566925563,42143.874,23153.113,2006-01-01
507,Pakistan,PAK,PKR,140.0,60.055,1032.277,61788.604,2007-01-01
508,Mexico,MEX,MXN,33.0,13.8104,10438.499,116177.533,2009-07-01
509,Thailand,THA,THB,70.0,33.135,4213.01,144446.304,2010-01-01
510,Poland,POL,PLN,8.3,3.1969,11532.283,35977.265,2010-07-01
511,Britain,GBR,GBP,1.9,0.632911392,28768.448,17777.384,2000-04-01
512,Hungary,HUN,HUF,560.0,206.956,11211.246,2237568.429,2006-01-01
513,Brazil,BRA,BRL,3.6,2.19,3864.917,7070.512,2001-04-01
514,United States,USA,USD,2.35,1.0,37101.453,37101.453,2002-04-01
515,Venezuela,VEN,VEF,5900.0,2615.92,5421.656,,2006-01-01
516,Pakistan,PAK,PKR,140.0,70.9,1146.082,69491.716,2008-06-01
517,Indonesia,IDN,IDR,14700.0,10855.0,870.154,7328240.7,2001-04-01
518,Argentina,ARG,ARS,4.36,2.95,3761.088,11098.367,2004-05-01
519,Japan,JPN,JPY,262.0,113.0,35410.229,4105230.499,2004-05-01
520,Turkey,TUR,TRY,5.15,1.19275,9640.571,12576.353,2008-06-01
521,Egypt,EGY,EGP,13.0,5.465,2578.884,14250.299,2010-01-01
522,Thailand,THA,THB,55.0,45.5,2007.735,80533.876,2001-04-01
523,Australia,AUS,AUD,3.45,1.266865,37976.196,50409.726,2007-01-01
524,Singapore,SGP,SGD,3.95,1.52375,33768.446,53655.809,2007-06-01
525,South Korea,KOR,KRW,3400.0,1204.45,19139.732,24445360.458,2010-07-01
526,Thailand,THA,THB,55.0,43.3,1893.264,84121.327,2002-04-01
527,Hungary,HUN,HUF,530.0,211.0,8409.098,1886216.821,2004-05-01
528,New Zealand,NZL,NZD,4.6,1.42796,26219.918,40369.388,2007-01-01
529,Egypt,EGY,EGP,13.0,5.699,2578.884,14250.299,2010-07-01
530,Japan,JPN,JPY,294.0,106.0,36622.892,4171596.609,2000-04-01
531,Mexico,MEX,MXN,23.0,10.53,7934.694,76617.078,2003-04-01
532,Australia,AUS,AUD,3.25,1.3015,32871.417,44627.151,2005-06-01
533,Saudi Arabia,SAU,SAR,9.0,3.7501,12891.306,48342.396,2005-06-01
534,Sweden,SWE,SEK,24.0,8.84,30928.571,255545.101,2000-04-01
535,Pakistan,PAK,PKR,200.0,82.6,1108.978,87175.873,2010-01-01
536,Czech Republic,CZE,CZK,56.57,28.9,8056.318,263791.196,2003-04-01
537,Czech Republic,CZE,CZK,56.42,26.5,9823.287,277008.656,2004-05-01
538,Sweden,SWE,SEK,31.0,7.4402,42736.876,314068.459,2005-06-01
539,Malaysia,MYS,MYR,7.05,3.2135,7543.882,26589.239,2010-07-01
540,South Korea,KOR,KRW,3700.0,1056.2,23077.161,26690241.165,2011-07-01
541,South Africa,ZAF,ZAR,17.95,8.2805,6355.879,52447.655,2009-07-01
542,Venezuela,VEN,VEF,3700.0,1598.0,3778.255,,2003-04-01
543,United States,USA,USD,3.53,1.0,47102.428,47102.428,2010-07-01
544,Thailand,THA,THB,59.0,42.7,2096.189,90052.438,2003-04-01
545,Brazil,BRA,BRL,5.4,3.18,3165.195,9740.835,2004-05-01
546,Australia,AUS,AUD,3.25,1.33253,36256.077,47465.375,2006-05-01
547,Hong Kong,HKG,HKD,14.8,7.75655,30593.991,237156.966,2010-01-01
548,France,FRA,EUR,3.5,0.697520315,42178.577,31789.716,2011-07-01
549,Canada,CAN,CAD,3.89,1.16085,46773.744,49911.651,2009-07-01
550,Singapore,SGP,SGD,4.22,1.4645,40008.577,56606.568,2009-07-01
551,Norway,NOR,NOK,40.0,5.69555,80115.693,503794.183,2010-01-01
552,Hong Kong,HKG,HKD,14.8,7.7742,30593.991,237156.966,2010-07-01
553,Euro area,EUZ,EUR,2.91,0.82815735,33343.0362004801,26786.3317813472,2006-01-01
554,Japan,JPN,JPY,250.0,114.305,37819.107,4168354.311,2006-01-01
555,UAE,ARE,AED,10.0,3.67285,44313.566,162741.572,2007-06-01
556,Taiwan,TWN,TWD,75.0,32.1055,16904.543,558805.035,2010-07-01
557,Netherlands,NLD,EUR,3.45,0.777756173,50175.559,39028.836,2013-07-01
558,Saudi Arabia,SAU,SAR,10.0,3.7502,28348.593,106307.225,2013-07-01
559,China,CHN,CNY,17.6,6.5582,8034.287,50033.522,2016-01-01
560,New Zealand,NZL,NZD,5.1,1.273560876,38061.507,48107.973,2012-07-01
561,Saudi Arabia,SAU,SAR,11.0,3.75035,27290.198,102338.242,2014-07-01
562,Poland,POL,PLN,9.2,3.7066,14183.116,44730.358,2015-01-01
563,Italy,ITA,EUR,4.2,0.908306463,30463.696,27454.04,2016-07-01
564,Australia,AUS,AUD,4.7,0.959094615,68485.597,66118.566,2013-01-01
565,Thailand,THA,THB,99.0,31.78,6168.268,189525.998,2014-07-01
566,Philippines,PHL,PHP,163.0,45.2125,2995.504,132985.883,2015-07-01
567,Costa Rica,CRI,CRC,2250.0,546.39,11635.197,6219817.713,2016-07-01
568,Australia,AUS,AUD,4.8,0.972337012,67288.507,65188.623,2012-01-01
569,Hong Kong,HKG,HKD,19.2,7.7508,40185.303,311600.188,2015-07-01
570,Malaysia,MYS,MYR,7.35,3.13955,10397.902,31817.666,2012-01-01
571,Turkey,TUR,TRY,6.6,1.86295,11221.402,18801.558,2012-01-01
572,Denmark,DNK,DKK,28.5,5.5388,61325.575,344423.546,2014-07-01
573,Israel,ISR,ILS,17.5,3.4138,36945.286,133400.501,2014-07-01
574,Austria,AUT,EUR,3.19,0.824844311,51452.276,36970.536,2012-07-01
575,Japan,JPN,JPY,370.0,123.935,38522.771,4081286.506,2015-07-01
576,Canada,CAN,CAD,5.54,1.1051,52711.32,54299.9,2014-01-01
577,UAE,ARE,AED,13.0,3.67305,46207.448,169696.854,2014-07-01
578,Argentina,ARG,ARS,28.0,8.61,13208.831,107315.212,2015-01-01
579,Ukraine,UKR,UAH,34.0,21.95,3119.576,37112.398,2015-07-01
580,Sweden,SWE,SEK,41.0,6.9338,60540.218,393120.532,2012-01-01
581,Belgium,BEL,EUR,3.95,0.737218475,46848.612,35273.92,2014-01-01
582,Peru,PER,PEN,10.0,3.30585,6413.903,20429.082,2016-07-01
583,Malaysia,MYS,MYR,7.63,3.1675,10851.657,34192.601,2014-07-01
584,South Africa,ZAF,ZAR,24.5,10.5145,7458.04,71973.191,2014-07-01
585,Pakistan,PAK,PKR,375.0,104.82,1535.348,155750.601,2016-07-01
586,Netherlands,NLD,EUR,3.25,0.788239467,54342.114,39047.001,2012-01-01
587,Sweden,SWE,SEK,40.7,6.47315,60845.007,396342.654,2014-01-01
588,India,IND,INR,105.0,60.08875,1438.057,87005.197,2014-07-01
589,Indonesia,IDN,IDR,22534.0,9160.0,3690.097,32363747.863,2012-01-01
590,Turkey,TUR,TRY,8.5,2.26155,12488.968,23783.421,2014-01-01
591,Denmark,DNK,DKK,31.5,5.86135,61864.093,332130.472,2012-01-01
592,Britain,GBR,GBP,2.49,0.651253663,42106.64,26271.47,2012-01-01
593,Greece,GRC,EUR,3.05,0.737218475,21712.064,16347.755,2014-01-01
594,France,FRA,EUR,3.9,0.777756173,42372.071,32958.927,2013-07-01
595,Austria,AUT,EUR,3.39,0.737218475,50747.384,38209.439,2014-01-01
596,France,FRA,EUR,3.9,0.863073404,44616.455,33575.411,2015-01-01
597,Uruguay,URY,UYU,113.0,30.185,16791.911,458109.933,2016-01-01
598,Netherlands,NLD,EUR,3.45,0.908306463,45302.804,40827.122,2016-07-01
599,South Africa,ZAF,ZAR,23.5,10.87765,7458.04,71973.191,2014-01-01
600,United States,USA,USD,4.29,1.0,53363.904,53363.904,2014-07-01
601,Ireland,IRL,EUR,4.0,0.908306463,62027.39,55899.405,2016-07-01
602,Mexico,MEX,MXN,37.0,13.687,10554.35,131120.116,2012-07-01
603,Taiwan,TWN,TWD,79.0,31.02,22844.316,693787.589,2015-07-01
604,Belgium,BEL,EUR,3.7,0.788239467,47564.381,34176.927,2012-01-01
605,Denmark,DNK,DKK,28.5,5.49795,58623.414,339574.692,2013-01-01
606,South Africa,ZAF,ZAR,26.0,12.41455,6984.926,75748.03,2015-07-01
607,Vietnam,VNM,VND,60000.0,22467.5,2581.907,56603826.597,2016-01-01
608,Canada,CAN,CAD,5.85,1.2897,51025.428,56370.195,2015-07-01
609,Germany,DEU,EUR,3.79,0.908306463,41107.096,37045.928,2016-07-01
610,Greece,GRC,EUR,3.3,0.788239467,25437.036,18277.536,2012-01-01
611,India,IND,INR,89.0,56.165,1449.604,69467.102,2012-07-01
612,Malaysia,MYS,MYR,7.4,3.1735,10397.902,31817.666,2012-07-01
613,Saudi Arabia,SAU,SAR,10.0,3.75025,26966.315,101123.683,2012-07-01
614,Colombia,COL,COP,8600.0,1773.175,8237.281,14810727.385,2013-01-01
615,Chile,CHL,CLP,2000.0,541.95,15740.391,7796386.33,2014-01-01
616,UAE,ARE,AED,13.0,3.6731,41422.602,152124.506,2016-07-01
617,Costa Rica,CRI,CRC,2150.0,498.675,10107.452,5083072.758,2013-07-01
618,Chile,CHL,CLP,2100.0,564.14,15740.391,7796386.33,2014-07-01
619,Netherlands,NLD,EUR,3.45,0.863073404,53026.478,39904.241,2015-01-01
620,Ukraine,UKR,UAH,36.0,23.35,2134.773,46689.41,2016-01-01
621,Lithuania,LTU,EUR,8.8,2.5454,15734.38,11846.952,2014-01-01
622,Brazil,BRA,BRL,13.5,2.59275,12601.257,29650.023,2015-01-01
623,Belgium,BEL,EUR,3.8,0.824844311,47564.381,34176.927,2012-07-01
624,Hong Kong,HKG,HKD,18.8,7.75135,40185.303,311600.188,2015-01-01
625,Chile,CHL,CLP,2050.0,471.75,15316.01,7451111.363,2013-01-01
626,Hong Kong,HKG,HKD,16.5,7.76735,34955.147,272090.864,2012-01-01
627,Venezuela,VEN,VEF,30.0,4.29465,10934.275,,2012-01-01
628,Finland,FIN,EUR,4.1,0.777756173,47850.555,37220.341,2013-07-01
629,Brazil,BRA,BRL,15.5,3.24145,9182.996,30587.718,2016-07-01
630,Chile,CHL,CLP,2300.0,651.12,13494.489,8826396.385,2016-07-01
631,Egypt,EGY,EGP,15.5,6.037,3077.343,17909.048,2012-01-01
632,Philippines,PHL,PHP,131.0,47.0225,3039.234,138293.752,2016-01-01
633,Costa Rica,CRI,CRC,2200.0,500.83,10107.452,5083072.758,2013-01-01
634,Greece,GRC,EUR,3.05,0.912700224,21554.224,16220.292,2015-07-01
635,Singapore,SGP,SGD,4.7,1.238,56967.426,71283.34,2014-07-01
636,Switzerland,CHE,CHF,6.5,1.0088,84231.634,81062.952,2016-01-01
637,Colombia,COL,COP,7900.0,3253.9,6337.022,17374719.787,2016-01-01
638,Germany,DEU,EUR,3.64,0.824844311,46697.376,33553.949,2012-07-01
639,Germany,DEU,EUR,3.67,0.737218475,46299.227,34860.269,2014-01-01
640,Sri Lanka,LKA,LKR,350.0,130.8,3737.366,482797.668,2014-01-01
641,Switzerland,CHE,CHF,6.16,0.9024,87873.59,81450.342,2014-07-01
642,Japan,JPN,JPY,370.0,118.645,35005.662,4237226.28,2016-01-01
643,Czech Republic,CZE,CZK,70.33,21.048,21890.781,387377.439,2012-07-01
644,Sri Lanka,LKA,LKR,370.0,130.8,3446.355,440112.656,2013-07-01
645,Colombia,COL,COP,7900.0,2708.9,8312.046,16633275.927,2015-07-01
646,South Korea,KOR,KRW,4300.0,1143.5,29252.933,30798658.095,2015-07-01
647,Russia,RUS,RUB,75.0,27.7525,11432.428,347343.209,2011-07-01
648,Turkey,TUR,TRY,8.25,1.8269,11221.402,18801.558,2012-07-01
649,Chile,CHL,CLP,2100.0,627.485,14582.85,8317656.603,2015-01-01
650,Singapore,SGP,SGD,4.4,1.2585,53891.462,67783.381,2012-07-01
651,Euro area,EUZ,EUR,3.657962724,0.737218475,39787.2457860994,29957.1725773484,2014-01-01
652,Estonia,EST,EUR,2.95,0.912700224,20253.974,15241.809,2015-07-01
653,Poland,POL,PLN,9.2,3.0684,13550.385,42827.573,2014-01-01
654,Sweden,SWE,SEK,48.4,6.3352,52658.794,379539.529,2011-07-01
655,China,CHN,CNY,16.0,6.1341,6282.709,39658.032,2013-07-01
656,United States,USA,USD,4.29,1.0,55263.817,55263.817,2015-07-01
657,Germany,DEU,EUR,3.64,0.736946829,43883.393,34134.502,2013-01-01
658,Indonesia,IDN,IDR,27939.0,12480.0,3532.669,41915863.356,2015-01-01
659,Mexico,MEX,MXN,37.0,12.7384,10631.077,140005.523,2013-01-01
660,Australia,AUS,AUD,5.035,1.089858863,68485.597,66118.566,2013-07-01
661,Belgium,BEL,EUR,3.7,0.777756173,44824.163,34866.276,2013-07-01
662,Egypt,EGY,EGP,16.75,7.00915,3569.482,21443.636,2013-07-01
663,Netherlands,NLD,EUR,3.38,0.824844311,54342.114,39047.001,2012-07-01
664,Malaysia,MYS,MYR,7.95,3.083,10806.823,33380.176,2013-01-01
665,Peru,PER,PEN,10.0,2.8065,6904.355,18658.158,2014-01-01
666,Saudi Arabia,SAU,SAR,10.0,3.7502,22028.346,82606.296,2011-07-01
667,Peru,PER,PEN,10.0,2.5595,6631.809,17491.121,2013-01-01
668,Portugal,PRT,EUR,2.95,0.736946829,20576.825,16005.592,2013-01-01
669,Mexico,MEX,MXN,49.0,15.73975,11272.395,149837.751,2015-07-01
670,Malaysia,MYS,MYR,7.65,3.8065,11165.249,36542.325,2015-07-01
671,Indonesia,IDN,IDR,27939.0,9965.0,3739.917,35105215.357,2013-07-01
672,Indonesia,IDN,IDR,27939.0,12140.0,3667.435,38365914.698,2014-01-01
673,Pakistan,PAK,PKR,320.0,105.415,1390.648,134628.079,2014-01-01
674,Czech Republic,CZE,CZK,70.33,18.89495,19880.902,389218.353,2013-01-01
675,Belgium,BEL,EUR,3.7,0.863073404,47897.037,36044.161,2015-01-01
676,China,CHN,CNY,17.2,6.2115,7645.875,46971.794,2015-01-01
677,Thailand,THA,THB,108.0,34.0875,5951.877,193315.985,2015-07-01
678,Israel,ISR,ILS,15.9,3.8485,34445.988,123252.198,2012-01-01
679,Hong Kong,HKG,HKD,19.2,7.75235,42325.352,328095.544,2016-01-01
